silencing,dropout,prior,rep,method,#branches,#FN,#FP,#TP,FN_rate,FP_rate,TP_rate,parsimony-score,time,normalized-parsimony-score
0,100,04,05,star_cdp-sc,171,57,35,136,0.295337,0.204678,0.795322,,,
0,100,04,05,ground-truth,249,0,0,249,0.0,0.0,1.0,1767.22,,1
0,100,05,01,cassiopeia_greedy,228,180,210,18,0.909091,0.921053,0.078947,1997.92,6.14,1.600499875832125033044676402
0,100,05,01,startle_nni,215,152,169,46,0.767677,0.786047,0.213953,1465.33,9.13,1.173851046615023511787937291
0,100,05,01,laml,165,152,119,46,0.767677,0.721212,0.278788,1460.82,910.33,1.170238161995017263340035728
0,100,05,01,paup,223,97,122,101,0.489899,0.547085,0.452915,1201.01,73.20,0.9621087710584710528634714134
0,100,05,01,star_cdp,216,94,112,104,0.474747,0.518519,0.481481,1196.50,84.95,0.9584958864384648044155698504
0,100,05,01,paup-sc,174,108,84,90,0.545455,0.482759,0.517241,1214.21,,0.9726830675072698288085491585
0,100,05,01,star_cdp-sc,183,107,92,91,0.540404,0.502732,0.497268,,,
0,100,05,01,ground-truth,249,0,0,249,0.0,0.0,1.0,1248.31,,1
0,100,05,02,cassiopeia_greedy,226,167,188,38,0.814634,0.831858,0.168142,1836.91,11.33,1.520092351996822296883533871
0,100,05,02,startle_nni,223,141,159,64,0.687805,0.713004,0.286996,1396.88,6.61,1.155955710762814253322520316
0,100,05,02,laml,163,149,107,56,0.726829,0.656442,0.343558,1392.38,984.52,1.152231839923205508018735208
0,100,05,02,paup,227,87,109,118,0.42439,0.480176,0.519824,1186.47,67.25,0.9818357855712417867959815296
0,100,05,02,star_cdp,225,84,104,121,0.409756,0.462222,0.537778,1181.97,75.94,0.9781119147316330414921964218
0,100,05,02,paup-sc,172,102,69,103,0.497561,0.401163,0.598837,1204.02,,0.9963588818457158934807434501
0,100,05,02,star_cdp-sc,180,97,72,108,0.473171,0.4,0.6,,,
0,100,05,02,ground-truth,249,0,0,249,0.0,0.0,1.0,1208.42,,1
0,100,05,03,cassiopeia_greedy,232,172,198,34,0.834951,0.853448,0.146552,1788.87,5.70,1.495823264292463479693287956
0,100,05,03,startle_nni,225,145,164,61,0.703883,0.728889,0.271111,1383.62,19.32,1.156959971904240285640223763
0,100,05,03,laml,169,149,112,57,0.723301,0.662722,0.337278,1379.12,731.39,1.153197146942495672751293994
0,100,05,03,paup,222,82,98,124,0.398058,0.441441,0.558559,1169.63,75.99,0.9780251022234114607286501493
0,100,05,03,star_cdp,219,87,100,119,0.42233,0.456621,0.543379,1165.13,88.14,0.9742622772616668478397203803
0,100,05,03,paup-sc,151,103,48,103,0.5,0.317881,0.682119,1217.77,,1.018278967480830497278223278
0,100,05,03,star_cdp-sc,163,98,55,108,0.475728,0.337423,0.662577,,,
0,100,05,03,ground-truth,249,0,0,249,0.0,0.0,1.0,1195.91,,1
0,100,05,04,cassiopeia_greedy,235,171,207,28,0.859296,0.880851,0.119149,1946.35,7.41,1.605210635700854418896183156
0,100,05,04,startle_nni,223,130,154,69,0.653266,0.690583,0.309417,1375.20,5.87,1.134166859103354996206248144
0,100,05,04,laml,159,133,93,66,0.668342,0.584906,0.415094,1370.70,2399.59,1.130455580114142447134892620
0,100,05,04,paup,223,68,92,131,0.341709,0.412556,0.587444,1197.33,50.16,0.9874723715897469732458021311
0,100,05,04,star_cdp,219,72,92,127,0.361809,0.420091,0.579909,1192.83,64.47,0.9837610926005344241744466071
0,100,05,04,paup-sc,155,85,41,114,0.427136,0.264516,0.735484,1232.09,,1.016139939959753241183650579
0,100,05,04,star_cdp-sc,166,81,48,118,0.407035,0.289157,0.710843,,,
0,100,05,04,ground-truth,249,0,0,249,0.0,0.0,1.0,1212.52,,1
0,100,05,05,cassiopeia_greedy,227,170,194,33,0.837438,0.854626,0.145374,1814.48,11.54,1.563654225661619599968976482
0,100,05,05,startle_nni,217,138,152,65,0.679803,0.700461,0.299539,1298.28,10.83,1.118811454572090898906421006
0,100,05,05,laml,165,139,101,64,0.684729,0.612121,0.387879,1293.78,1721.52,1.114933514878361958273368895
0,100,05,05,paup,218,90,105,113,0.44335,0.481651,0.518349,1129.97,54.90,0.9737678923828646771399763877
0,100,05,05,star_cdp,213,90,100,113,0.44335,0.469484,0.530516,1125.47,72.35,0.9698899526891357365069242768
0,100,05,05,paup-sc,148,108,53,95,0.53202,0.358108,0.641892,1232.09,,1.061771270499220103239372291
0,100,05,05,star_cdp-sc,163,107,67,96,0.527094,0.411043,0.588957,,,
0,100,05,05,ground-truth,249,0,0,249,0.0,0.0,1.0,1160.41,,1
0,100,06,01,cassiopeia_greedy,225,163,191,34,0.827411,0.848889,0.151111,2600.57,5.76,1.658209526238602308231843397
0,100,06,01,startle_nni,207,120,130,77,0.609137,0.628019,0.371981,1815.20,12.68,1.157431613849391060383855130
0,100,06,01,laml,160,125,88,72,0.634518,0.55,0.45,1805.59,629.64,1.151303959701587706433718039
0,100,06,01,paup,213,46,62,151,0.233503,0.29108,0.70892,1546.41,49.26,0.9860422113116112988586367404
0,100,06,01,star_cdp,210,45,58,152,0.228426,0.27619,0.72381,1536.80,65.03,0.9799145571638079449084996493
0,100,06,01,paup-sc,153,70,26,127,0.35533,0.169935,0.830065,1586.80,,1.011796212459350889498182746
0,100,06,01,star_cdp-sc,159,66,28,131,0.335025,0.176101,0.823899,,,
0,100,06,01,ground-truth,249,0,0,249,0.0,0.0,1.0,1568.30,,1
0,100,06,02,cassiopeia_greedy,224,165,192,32,0.837563,0.857143,0.142857,2461.87,5.84,1.576353449655834800704338082
0,100,06,02,startle_nni,205,130,138,67,0.659898,0.673171,0.326829,1844.58,6.67,1.181098127101008484072354730
0,100,06,02,laml,152,131,86,66,0.664975,0.565789,0.434211,1839.32,1314.81,1.177730110453017448375220106
0,100,06,02,paup,212,64,79,133,0.324873,0.372642,0.627358,1519.89,49.86,0.9731967344325276132543620938
0,100,06,02,star_cdp,212,68,83,129,0.345178,0.391509,0.608491,1510.29,69.16,0.9670497838962702097006563150
0,100,06,02,paup-sc,148,80,31,117,0.406091,0.209459,0.790541,1640.87,,1.050661117336321434288458460
0,100,06,02,star_cdp-sc,154,78,35,119,0.395939,0.227273,0.772727,,,
0,100,06,02,ground-truth,249,0,0,249,0.0,0.0,1.0,1561.75,,1
0,100,06,03,cassiopeia_greedy,231,159,195,36,0.815385,0.844156,0.155844,2283.27,5.54,1.439005483078086594819436566
0,100,06,03,startle_nni,210,127,142,68,0.651282,0.67619,0.32381,1856.65,6.37,1.170132980399571437574840865
0,100,06,03,laml,152,132,89,63,0.676923,0.585526,0.414474,1853.97,1685.83,1.168443940253356021932312346
0,100,06,03,paup,213,53,71,142,0.271795,0.333333,0.666667,1561.51,65.06,0.9841242831032961492405621731
0,100,06,03,star_cdp,206,59,70,136,0.302564,0.339806,0.660194,1551.91,78.87,0.9780739900422260036553853911
0,100,06,03,paup-sc,151,71,27,124,0.364103,0.178808,0.821192,1626.40,,1.025020482762967164555366484
0,100,06,03,star_cdp-sc,161,68,34,127,0.348718,0.21118,0.78882,,,
0,100,06,03,ground-truth,249,0,0,249,0.0,0.0,1.0,1586.70,,1
0,100,06,04,cassiopeia_greedy,227,170,200,27,0.862944,0.881057,0.118943,2910.24,5.75,1.830178474851270957274202271
0,100,06,04,startle_nni,213,126,142,71,0.639594,0.666667,0.333333,1844.87,19.31,1.160193442086860276453645591
0,100,06,04,laml,157,132,92,65,0.670051,0.585987,0.414013,1842.19,1640.50,1.158508055894449545323053316
0,100,06,04,paup,222,52,77,145,0.263959,0.346847,0.653153,1558.96,60.01,0.9803916636271020161746764436
0,100,06,04,star_cdp,218,57,78,140,0.28934,0.357798,0.642202,1549.35,73.25,0.9743481706013307004414705623
0,100,06,04,paup-sc,168,64,35,133,0.324873,0.208333,0.791667,1609.64,,1.012263071176122857106921403
0,100,06,04,star_cdp-sc,177,61,41,136,0.309645,0.231638,0.768362,,,
0,100,06,04,ground-truth,249,0,0,249,0.0,0.0,1.0,1590.14,,1
0,100,06,05,cassiopeia_greedy,220,157,191,29,0.844086,0.868182,0.131818,2300.90,5.54,1.542282221090168110035659705
0,100,06,05,startle_nni,199,121,134,65,0.650538,0.673367,0.326633,1769.62,9.31,1.186167788293964662037161166
0,100,06,05,laml,141,126,81,60,0.677419,0.574468,0.425532,1764.36,1108.46,1.182642035552457302195887069
0,100,06,05,paup,205,52,71,134,0.27957,0.346341,0.653659,1465.63,45.79,0.9824047510523634608681663405
0,100,06,05,star_cdp,207,53,74,133,0.284946,0.357488,0.642512,1456.02,63.39,0.9759632141995334745421883798
0,100,06,05,paup-sc,149,66,29,120,0.354839,0.194631,0.805369,1523.71,,1.021335496152505563450143443
0,100,06,05,star_cdp-sc,157,63,34,123,0.33871,0.216561,0.783439,,,
0,100,06,05,ground-truth,249,0,0,249,0.0,0.0,1.0,1491.88,,1
0,100,07,01,cassiopeia_greedy,223,159,184,39,0.80303,0.825112,0.174888,2553.05,8.07,1.465955809733801878775350835
0,100,07,01,startle_nni,210,120,132,78,0.606061,0.628571,0.371429,1990.72,10.07,1.143067135212108684168217001
0,100,07,01,laml,152,124,78,74,0.626263,0.513158,0.486842,1988.56,1816.59,1.141826867865591768299685340
0,100,07,01,paup,210,60,72,138,0.30303,0.342857,0.657143,1727.06,46.04,0.9916741312386595925492087554
0,100,07,01,star_cdp,215,55,72,143,0.277778,0.334884,0.665116,1724.90,62.09,0.9904338638921426766806770941
0,100,07,01,paup-sc,137,80,19,118,0.40404,0.138686,0.861314,1787.35,,1.026292519350467397046326282
0,100,07,01,star_cdp-sc,144,76,22,122,0.383838,0.152778,0.847222,,,
0,100,07,01,ground-truth,249,0,0,249,0.0,0.0,1.0,1741.56,,1
0,100,07,02,cassiopeia_greedy,230,155,188,42,0.786802,0.817391,0.182609,2780.23,7.24,1.611727536231884057971014493
0,100,07,02,startle_nni,209,124,136,73,0.629442,0.650718,0.349282,2009.20,5.71,1.164753623188405797101449275
0,100,07,02,laml,153,127,83,70,0.64467,0.542484,0.457516,2007.04,1701.40,1.163501449275362318840579710
0,100,07,02,paup,214,49,66,148,0.248731,0.308411,0.691589,1708.21,65.76,0.9902666666666666666666666667
